item_id,datetime,month,region,mgrs_tile,cloud_cover_pct,B02_blue,B03_green,B04_red,B08_nir,B11_swir16,B12_swir22,NDVI,NDBI,NDMI,BSI
S2A_35SLU_20200927_1_L2A,2020-09-27 09:20:45.956000+00:00,2020-09,Crete East,MGRS-35SLU,0.0,0.073501,0.092671,0.107902,0.177175,0.193644,0.143004,0.243,0.0444,-0.0444,0.0921
S2B_35SLU_20200830_1_L2A,2020-08-30 09:10:51.173000+00:00,2020-08,Crete East,MGRS-35SLU,0.0,0.071889,0.078027,0.088599,0.155779,0.16887,0.128575,0.2749,0.0403,-0.0403,0.0614
S2A_35SKU_20200726_1_L2A,2020-07-26 09:10:56.942000+00:00,2020-07,Crete East,MGRS-35SKU,0.0,0.067882,0.072542,0.081556,0.130024,0.147194,0.109768,0.2291,0.0619,-0.0619,0.0723
S2A_35SKU_20200626_0_L2A,2020-06-26 09:10:56.856000+00:00,2020-06,Crete East,MGRS-35SKU,0.79,0.083478,0.090526,0.099687,0.152836,0.162426,0.123809,0.2105,0.0304,-0.0304,0.0518
S2A_35SKU_20200527_0_L2A,2020-05-27 09:10:57.432000+00:00,2020-05,Crete East,MGRS-35SKU,3.79,0.089336,0.094275,0.100676,0.164575,0.158443,0.119594,0.2409,-0.019,0.019,0.0102
S2A_35SLU_20200427_1_L2A,2020-04-27 09:10:50.267000+00:00,2020-04,Crete East,MGRS-35SLU,0.19,0.042175,0.058491,0.060954,0.16929,0.141098,0.09979,0.4705,-0.0908,0.0908,-0.0228
S2A_35SKV_20190930_1_L2A,2019-09-30 09:10:38.219000+00:00,2019-09,Crete East,MGRS-35SKV,0.0,0.035242,0.040219,0.049765,0.10281,0.108166,0.077289,0.3477,0.0254,-0.0254,0.0672
S2B_35SLU_20190829_1_L2A,2019-08-29 09:20:44.536000+00:00,2019-08,Crete East,MGRS-35SLU,0.0,0.084127,0.098796,0.117383,0.200246,0.212618,0.161341,0.2609,0.03,-0.03,0.0743
S2B_35SKV_20190730_1_L2A,2019-07-30 09:20:41.425000+00:00,2019-07,Crete East,MGRS-35SKV,0.04,0.086162,0.090335,0.100046,0.155484,0.15917,0.125973,0.217,0.0117,-0.0117,0.0351
S2B_35SKU_20190630_0_L2A,2019-06-30 09:20:55.913000+00:00,2019-06,Crete East,MGRS-35SKU,0.37,0.090168,0.095921,0.106631,0.162823,0.16538,0.131431,0.2085,0.0078,-0.0078,0.0362
S2B_35SLU_20190518_1_L2A,2019-05-18 09:10:56.568000+00:00,2019-05,Crete East,MGRS-35SLU,3.81,0.072769,0.082287,0.085405,0.184659,0.164464,0.125732,0.3675,-0.0578,0.0578,-0.0149
S2B_35SKV_20190428_1_L2A,2019-04-28 09:10:43.920000+00:00,2019-04,Crete East,MGRS-35SKV,0.06,0.040771,0.050253,0.049997,0.135871,0.103694,0.074547,0.462,-0.1343,0.1343,-0.0695
S2A_35SLU_20180928_3_L2A,2018-09-28 09:20:32.038000+00:00,2018-09,Crete East,MGRS-35SLU,0.31,0.067294,0.091348,0.103811,0.227702,0.219513,0.154144,0.3737,-0.0183,0.0183,0.0458
S2A_35SKU_20180829_0_L2A,2018-08-29 09:19:49.464000+00:00,2018-08,Crete East,MGRS-35SKU,6.07,0.212995,0.201397,0.19649,0.212213,0.182698,0.144156,0.0385,-0.0747,0.0747,-0.0572
S2A_35SKU_20180730_0_L2A,2018-07-30 09:16:40.253000+00:00,2018-07,Crete East,MGRS-35SKU,2.87,0.168727,0.170189,0.175609,0.200466,0.199047,0.162623,0.0661,-0.0036,0.0036,0.0073
S2A_35SLV_20180630_0_L2A,2018-06-30 09:19:15.387000+00:00,2018-06,Crete East,MGRS-35SLV,1.86,0.105258,0.104961,0.108346,0.137667,0.141067,0.115471,0.1192,0.0122,-0.0122,0.0132
S2B_35SLV_20180523_0_L2A,2018-05-23 09:04:20.785000+00:00,2018-05,Crete East,MGRS-35SLV,0.67,0.100817,0.104247,0.10532,0.137493,0.128783,0.104034,0.1325,-0.0327,0.0327,-0.0089
S2A_35SKU_20180428_0_L2A,2018-04-28 09:04:04.513000+00:00,2018-04,Crete East,MGRS-35SKU,0.11,0.054191,0.060496,0.065392,0.130084,0.124979,0.09178,0.3309,-0.02,0.02,0.0163
S2B_35SLV_20170908_0_L2A,2017-09-08 09:19:06.806000+00:00,2017-09,Crete East,MGRS-35SLV,0.01,0.037016,0.033073,0.035125,0.06739,0.072133,0.055383,0.3147,0.034,-0.034,0.0135
S2B_35SLV_20170829_0_L2A,2017-08-29 09:08:41.637000+00:00,2017-08,Crete East,MGRS-35SLV,0.01,0.060841,0.059037,0.063555,0.097036,0.102058,0.083265,0.2085,0.0252,-0.0252,0.0239
S2B_35SLV_20170730_0_L2A,2017-07-30 09:18:59.367000+00:00,2017-07,Crete East,MGRS-35SLV,0.04,0.100716,0.100825,0.106659,0.140254,0.14556,0.125378,0.1361,0.0186,-0.0186,0.0228
S2B_35SKV_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Crete East,MGRS-35SKV,6.29,0.127018,0.131336,0.135584,0.19253,0.185403,0.157141,0.1736,-0.0189,0.0189,0.0022
S2A_35SKV_20170503_0_L2A,2017-05-03 09:03:32.037000+00:00,2017-05,Crete East,MGRS-35SKV,0.19,0.048385,0.055342,0.053437,0.128541,0.108164,0.077886,0.4127,-0.0861,0.0861,-0.0453
S2A_35SKU_20170423_0_L2A,2017-04-23 09:08:08.474000+00:00,2017-04,Crete East,MGRS-35SKU,4.15,0.077066,0.081724,0.080721,0.14808,0.122816,0.092747,0.2944,-0.0933,0.0933,-0.0504
S2A_34TFK_20250923_0_L2A,2025-09-23 09:19:40.993000+00:00,2025-09,Macedonia,MGRS-34TFK,1.08,0.052849,0.071026,0.084248,0.196282,0.18477,0.118594,0.3994,-0.0302,0.0302,0.0384
S2B_35TKF_20250830_0_L2A,2025-08-30 09:29:04.082000+00:00,2025-08,Macedonia,MGRS-35TKF,0.0,0.06423,0.094425,0.112421,0.288791,0.273356,0.182526,0.4396,-0.0275,0.0275,0.0443
S2B_34TFL_20250728_0_L2A,2025-07-28 09:19:14.956000+00:00,2025-07,Macedonia,MGRS-34TFL,0.14,0.07776,0.109258,0.129208,0.336217,0.306921,0.193757,0.4448,-0.0456,0.0456,0.0261
S2B_34TFK_20250628_0_L2A,2025-06-28 09:19:28.071000+00:00,2025-06,Macedonia,MGRS-34TFK,2.07,0.088334,0.100783,0.107488,0.240859,0.219004,0.147336,0.3829,-0.0475,0.0475,-0.0041
S2C_34TFK_20250527_0_L2A,2025-05-27 09:29:41.560000+00:00,2025-05,Macedonia,MGRS-34TFK,6.86,0.071864,0.087037,0.081677,0.208588,0.155469,0.106275,0.4372,-0.1459,0.1459,-0.0837
S2A_34TFL_20250429_1_L2A,2025-04-29 09:29:21.653000+00:00,2025-04,Macedonia,MGRS-34TFL,0.31,0.046747,0.079738,0.071851,0.315353,0.21224,0.139276,0.6289,-0.1954,0.1954,-0.1207
S2A_34TGK_20240926_0_L2A,2024-09-26 09:19:23.908000+00:00,2024-09,Macedonia,MGRS-34TGK,0.64,0.037614,0.057673,0.064898,0.188971,0.194434,0.129872,0.4887,0.0142,-0.0142,0.0674
S2A_34TFL_20240827_0_L2A,2024-08-27 09:19:12.140000+00:00,2024-08,Macedonia,MGRS-34TFL,0.0,0.059607,0.092607,0.110393,0.277956,0.298308,0.19886,0.4315,0.0353,-0.0353,0.0953
S2A_35TKF_20240728_0_L2A,2024-07-28 09:19:09.947000+00:00,2024-07,Macedonia,MGRS-35TKF,0.47,0.071027,0.106114,0.123326,0.317821,0.317431,0.208309,0.4409,-0.0006,0.0006,0.0626
S2B_34TFK_20240623_0_L2A,2024-06-23 09:19:28.441000+00:00,2024-06,Macedonia,MGRS-34TFK,0.01,0.059616,0.081699,0.098748,0.225338,0.222599,0.149723,0.3906,-0.0061,0.0061,0.06
S2B_34TFK_20240524_0_L2A,2024-05-24 09:19:25.453000+00:00,2024-05,Macedonia,MGRS-34TFK,3.62,0.083707,0.09532,0.094657,0.229259,0.192895,0.137181,0.4155,-0.0861,0.0861,-0.0423
S2B_34TFL_20240414_0_L2A,2024-04-14 09:19:14.449000+00:00,2024-04,Macedonia,MGRS-34TFL,0.25,0.055733,0.086755,0.078609,0.331155,0.239893,0.155732,0.6163,-0.1598,0.1598,-0.0969
S2A_34TFK_20230922_0_L2A,2023-09-22 09:19:27.255000+00:00,2023-09,Macedonia,MGRS-34TFK,0.05,0.041143,0.063796,0.073437,0.180522,0.179149,0.117421,0.4217,-0.0038,0.0038,0.0652
S2B_34TFL_20230828_0_L2A,2023-08-28 09:19:18.211000+00:00,2023-08,Macedonia,MGRS-34TFL,0.02,0.064414,0.092567,0.106696,0.298537,0.287158,0.182938,0.4734,-0.0194,0.0194,0.0408
S2A_34TGK_20230727_0_L2A,2023-07-27 09:29:23.088000+00:00,2023-07,Macedonia,MGRS-34TGK,0.43,0.054583,0.076631,0.086011,0.23232,0.204469,0.130276,0.4596,-0.0638,0.0638,0.0062
S2A_34TFK_20230624_0_L2A,2023-06-24 09:19:28.805000+00:00,2023-06,Macedonia,MGRS-34TFK,0.68,0.058363,0.075558,0.074032,0.213473,0.187326,0.120361,0.485,-0.0652,0.0652,-0.0197
S2B_34TFL_20230520_0_L2A,2023-05-20 09:19:18.525000+00:00,2023-05,Macedonia,MGRS-34TFL,7.24,0.074337,0.102546,0.086749,0.348295,0.231754,0.145702,0.6012,-0.2009,0.2009,-0.1405
S2A_34TFK_20230428_0_L2A,2023-04-28 09:29:21.893000+00:00,2023-04,Macedonia,MGRS-34TFK,1.89,0.062571,0.07795,0.071013,0.198437,0.137756,0.096702,0.4729,-0.1805,0.1805,-0.1112
S2A_34TGL_20220930_0_L2A,2022-09-30 09:29:10.733000+00:00,2022-09,Macedonia,MGRS-34TGL,1.21,0.044634,0.07094,0.076683,0.253606,0.232075,0.151143,0.5357,-0.0443,0.0443,0.0173
S2A_34TFL_20220818_0_L2A,2022-08-18 09:19:26.194000+00:00,2022-08,Macedonia,MGRS-34TFL,0.01,0.056449,0.08497,0.087437,0.295133,0.266046,0.167621,0.5429,-0.0518,0.0518,0.0027
S2A_34TGK_20220729_0_L2A,2022-07-29 09:19:31.583000+00:00,2022-07,Macedonia,MGRS-34TGK,0.01,0.058879,0.078084,0.080388,0.231023,0.217202,0.139768,0.4837,-0.0308,0.0308,0.0131
S2A_34TFL_20220629_0_L2A,2022-06-29 09:19:26.443000+00:00,2022-06,Macedonia,MGRS-34TFL,3.67,0.072062,0.099763,0.093572,0.31649,0.256661,0.158813,0.5436,-0.1044,0.1044,-0.0519
S2B_34TFK_20220525_0_L2A,2022-05-25 09:19:25.763000+00:00,2022-05,Macedonia,MGRS-34TFK,0.0,0.053206,0.070879,0.071651,0.221687,0.17268,0.113451,0.5115,-0.1243,0.1243,-0.0589
S2B_34TFL_20220425_0_L2A,2022-04-25 09:19:07.722000+00:00,2022-04,Macedonia,MGRS-34TFL,0.25,0.052784,0.092414,0.088653,0.324875,0.233883,0.157172,0.5712,-0.1628,0.1628,-0.0787
S2B_34TFK_20210927_1_L2A,2021-09-27 09:19:24.355000+00:00,2021-09,Macedonia,MGRS-34TFK,0.01,0.049141,0.060298,0.064895,0.169746,0.168812,0.119385,0.4469,-0.0028,0.0028,0.0327
S2A_34TFL_20210823_0_L2A,2021-08-23 09:19:15.944000+00:00,2021-08,Macedonia,MGRS-34TFL,0.54,0.064024,0.096692,0.110554,0.296825,0.298305,0.194731,0.4572,0.0025,-0.0025,0.0624
S2B_34TGK_20210729_1_L2A,2021-07-29 09:19:23.880000+00:00,2021-07,Macedonia,MGRS-34TGK,0.0,0.053522,0.080905,0.093947,0.244009,0.237256,0.158879,0.444,-0.014,0.014,0.0536
S2B_34TFK_20210629_0_L2A,2021-06-29 09:19:26.625000+00:00,2021-06,Macedonia,MGRS-34TFK,0.19,0.059625,0.07562,0.078496,0.204186,0.196772,0.136643,0.4446,-0.0185,0.0185,0.0213
S2B_34TFK_20210523_1_L2A,2021-05-23 09:29:21.874000+00:00,2021-05,Macedonia,MGRS-34TFK,0.46,0.0558,0.069966,0.067987,0.191331,0.148665,0.104334,0.4756,-0.1255,0.1255,-0.0657
S2B_34TFK_20210420_0_L2A,2021-04-20 09:19:20.359000+00:00,2021-04,Macedonia,MGRS-34TFK,1.43,0.057504,0.066862,0.065114,0.196287,0.155102,0.106604,0.5018,-0.1172,0.1172,-0.0708
S2A_34TFK_20200927_0_L2A,2020-09-27 09:19:31.054000+00:00,2020-09,Macedonia,MGRS-34TFK,0.09,0.038547,0.055236,0.062561,0.171813,0.159716,0.102428,0.4661,-0.0365,0.0365,0.0275
S2A_34TFL_20200828_1_L2A,2020-08-28 09:19:18.863000+00:00,2020-08,Macedonia,MGRS-34TFL,0.06,0.054161,0.081871,0.086255,0.280089,0.265625,0.171427,0.5291,-0.0265,0.0265,0.0257
S2A_34TFL_20200729_0_L2A,2020-07-29 09:19:19.511000+00:00,2020-07,Macedonia,MGRS-34TFL,0.35,0.061855,0.092181,0.093181,0.315687,0.275517,0.170958,0.5442,-0.0679,0.0679,-0.0118
S2A_34TFL_20200629_0_L2A,2020-06-29 09:19:19.005000+00:00,2020-06,Macedonia,MGRS-34TFL,0.61,0.061313,0.091587,0.087394,0.322009,0.265207,0.165115,0.5731,-0.0967,0.0967,-0.0417
S2A_34TFK_20200530_0_L2A,2020-05-30 09:19:31.733000+00:00,2020-05,Macedonia,MGRS-34TFK,4.33,0.099135,0.11088,0.108774,0.23977,0.189272,0.131842,0.3758,-0.1177,0.1177,-0.0641
S2B_34TGK_20200428_1_L2A,2020-04-28 09:29:13.522000+00:00,2020-04,Macedonia,MGRS-34TGK,2.35,0.046651,0.064311,0.056392,0.228036,0.156659,0.101174,0.6035,-0.1855,0.1855,-0.1264
S2B_34TGK_20190928_0_L2A,2019-09-28 09:19:22.303000+00:00,2019-09,Macedonia,MGRS-34TGK,4.14,0.125895,0.132643,0.1339,0.22778,0.218633,0.164719,0.2596,-0.0205,0.0205,-0.0016
S2B_34TFL_20190829_1_L2A,2019-08-29 09:19:17.778000+00:00,2019-08,Macedonia,MGRS-34TFL,0.0,0.066363,0.096164,0.112828,0.302012,0.298965,0.200231,0.456,-0.0051,0.0051,0.0557
S2A_34TFL_20190728_1_L2A,2019-07-28 09:29:12.193000+00:00,2019-07,Macedonia,MGRS-34TFL,0.15,0.058609,0.086946,0.089871,0.293996,0.261595,0.168424,0.5318,-0.0583,0.0583,-0.0016
S2B_34TGK_20190630_0_L2A,2019-06-30 09:19:30.644000+00:00,2019-06,Macedonia,MGRS-34TGK,0.7,0.093664,0.111696,0.117726,0.270771,0.251922,0.178041,0.3939,-0.0361,0.0361,0.0071
S2A_34TFK_20190529_0_L2A,2019-05-29 09:29:24.499000+00:00,2019-05,Macedonia,MGRS-34TFK,4.3,0.081835,0.095096,0.093291,0.2017,0.162108,0.115972,0.3675,-0.1088,0.1088,-0.0522
S2A_34TGK_20190426_0_L2A,2019-04-26 09:19:25.522482+00:00,2019-04,Macedonia,MGRS-34TGK,3.52,0.039023,0.068221,0.065192,0.241177,0.18242,0.116413,0.5744,-0.1387,0.1387,-0.0617
S2B_35TKF_20180926_0_L2A,2018-09-26 09:20:22.459000+00:00,2018-09,Macedonia,MGRS-35TKF,2.3,0.130495,0.14819,0.16372,0.321248,0.30831,0.228809,0.3248,-0.0206,0.0206,0.022
S2A_34TGK_20180829_0_L2A,2018-08-29 09:17:03.507000+00:00,2018-08,Macedonia,MGRS-34TGK,0.25,0.048341,0.070208,0.075601,0.21512,0.205905,0.132635,0.4799,-0.0219,0.0219,0.0331
S2B_34TGK_20180725_0_L2A,2018-07-25 09:16:48.784000+00:00,2018-07,Macedonia,MGRS-34TGK,6.71,0.132614,0.146494,0.142966,0.277105,0.240793,0.172935,0.3193,-0.0701,0.0701,-0.0327
S2A_34TFK_20180630_0_L2A,2018-06-30 09:06:52.186000+00:00,2018-06,Macedonia,MGRS-34TFK,3.21,0.065683,0.098707,0.104876,0.281057,0.272122,0.184678,0.4565,-0.0162,0.0162,0.0418
S2B_34TFL_20180526_1_L2A,2018-05-26 09:19:11.116000+00:00,2018-05,Macedonia,MGRS-34TFL,0.48,0.053672,0.083377,0.078985,0.304933,0.246913,0.160497,0.5885,-0.1051,0.1051,-0.0478
S2B_34TFK_20180426_0_L2A,2018-04-26 09:09:18.100000+00:00,2018-04,Macedonia,MGRS-34TFK,0.1,0.039993,0.059744,0.057919,0.212926,0.156263,0.101475,0.5723,-0.1535,0.1535,-0.0829
S2B_34TGK_20170908_0_L2A,2017-09-08 09:19:06.806000+00:00,2017-09,Macedonia,MGRS-34TGK,0.04,0.052328,0.06146,0.06244,0.156315,0.150701,0.106895,0.4291,-0.0183,0.0183,0.0107
S2B_34TGK_20170819_1_L2A,2017-08-19 09:19:10.807000+00:00,2017-08,Macedonia,MGRS-34TGK,0.13,0.065379,0.075542,0.078043,0.184853,0.172622,0.121571,0.4063,-0.0342,0.0342,0.0009
S2B_34TFL_20170730_0_L2A,2017-07-30 09:18:59.367000+00:00,2017-07,Macedonia,MGRS-34TFL,0.1,0.059942,0.088999,0.090071,0.307932,0.277081,0.189321,0.5474,-0.0527,0.0527,-0.001
S2B_34TGK_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Macedonia,MGRS-34TGK,0.03,0.058156,0.082167,0.090591,0.235031,0.227714,0.159505,0.4436,-0.0158,0.0158,0.0411
S2A_34TFK_20170416_0_L2A,2017-04-16 09:08:07.947000+00:00,2017-04,Macedonia,MGRS-34TFK,1.64,0.063161,0.078379,0.074784,0.211697,0.164802,0.109316,0.4779,-0.1246,0.1246,-0.0686
S2B_34SEF_20250929_0_L2A,2025-09-29 09:30:23.554000+00:00,2025-09,Arcadia,MGRS-34SEF,1.68,0.094334,0.104058,0.104995,0.222683,0.174217,0.121908,0.3592,-0.1221,0.1221,-0.0634
S2B_34SEF_20250830_0_L2A,2025-08-30 09:30:24.062000+00:00,2025-08,Arcadia,MGRS-34SEF,0.0,0.054577,0.076301,0.089196,0.236065,0.202476,0.133977,0.4515,-0.0766,0.0766,0.0018
S2C_34SEF_20250726_0_L2A,2025-07-26 09:30:45.560000+00:00,2025-07,Arcadia,MGRS-34SEF,0.0,0.051306,0.081101,0.095892,0.252166,0.223374,0.142144,0.449,-0.0605,0.0605,0.0254
S2C_34SEF_20250626_0_L2A,2025-06-26 09:30:43.629000+00:00,2025-06,Arcadia,MGRS-34SEF,0.07,0.063141,0.087057,0.097028,0.254073,0.221465,0.145641,0.4473,-0.0686,0.0686,0.002
S2A_34SFH_20250526_0_L2A,2025-05-26 09:20:11.089000+00:00,2025-05,Arcadia,MGRS-34SFH,0.11,0.069131,0.108448,0.113476,0.336329,0.27689,0.190237,0.4954,-0.0969,0.0969,-0.019
S2A_34SEG_20250419_0_L2A,2025-04-19 09:30:12.491000+00:00,2025-04,Arcadia,MGRS-34SEG,3.55,0.03826,0.067035,0.064073,0.269309,0.200154,0.126971,0.6156,-0.1473,0.1473,-0.0758
S2A_34SFF_20240929_0_L2A,2024-09-29 09:30:21.420000+00:00,2024-09,Arcadia,MGRS-34SFF,0.74,0.045215,0.068966,0.078444,0.220445,0.205788,0.138956,0.4751,-0.0344,0.0344,0.0338
S2B_34SEF_20240825_0_L2A,2024-08-25 09:30:23.813000+00:00,2024-08,Arcadia,MGRS-34SEF,0.79,0.13687,0.148071,0.155691,0.275005,0.253184,0.187925,0.277,-0.0413,0.0413,-0.0037
S2A_34SFF_20240728_0_L2A,2024-07-28 09:20:26.197000+00:00,2024-07,Arcadia,MGRS-34SFF,0.01,0.062783,0.103256,0.125354,0.322952,0.306869,0.20536,0.4408,-0.0255,0.0255,0.0568
S2B_34SFF_20240623_0_L2A,2024-06-23 09:20:26.407000+00:00,2024-06,Arcadia,MGRS-34SFF,0.0,0.070413,0.109226,0.128397,0.334777,0.310449,0.216959,0.4456,-0.0377,0.0377,0.0399
S2A_34SEF_20240522_0_L2A,2024-05-22 09:30:22.743000+00:00,2024-05,Arcadia,MGRS-34SEF,0.11,0.05614,0.081068,0.085298,0.253016,0.194283,0.132638,0.4957,-0.1313,0.1313,-0.0502
S2A_34SFF_20240429_0_L2A,2024-04-29 09:20:26.244000+00:00,2024-04,Arcadia,MGRS-34SFF,0.01,0.05078,0.091601,0.100705,0.327265,0.260402,0.170983,0.5294,-0.1138,0.1138,-0.0229
S2A_34SFF_20230922_0_L2A,2023-09-22 09:20:25.226000+00:00,2023-09,Arcadia,MGRS-34SFF,0.0,0.057333,0.089478,0.099574,0.268089,0.240442,0.161647,0.4583,-0.0544,0.0544,0.0219
S2B_34SEF_20230821_0_L2A,2023-08-21 09:30:27.957000+00:00,2023-08,Arcadia,MGRS-34SEF,0.0,0.054171,0.071334,0.079275,0.227168,0.199304,0.133476,0.4826,-0.0653,0.0653,-0.0049
S2A_34SFF_20230724_0_L2A,2023-07-24 09:20:28.250000+00:00,2023-07,Arcadia,MGRS-34SFF,0.0,0.063549,0.098786,0.109474,0.307904,0.282673,0.192683,0.4754,-0.0427,0.0427,0.0271
S2A_34SFF_20230624_0_L2A,2023-06-24 09:20:26.760000+00:00,2023-06,Arcadia,MGRS-34SFF,0.0,0.061143,0.094086,0.097065,0.307656,0.273942,0.188812,0.5203,-0.058,0.058,0.003
S2B_34SEF_20230523_0_L2A,2023-05-23 09:30:28.081000+00:00,2023-05,Arcadia,MGRS-34SEF,3.77,0.376463,0.354761,0.320104,0.441579,0.2885,0.222525,0.1595,-0.2097,0.2097,-0.1468
S2B_34SEF_20230423_0_L2A,2023-04-23 09:30:25.215000+00:00,2023-04,Arcadia,MGRS-34SEF,4.56,0.150558,0.157525,0.148659,0.295673,0.205472,0.152112,0.3309,-0.18,0.18,-0.1151
S2A_34SEF_20220930_0_L2A,2022-09-30 09:30:30.443000+00:00,2022-09,Arcadia,MGRS-34SEF,0.0,0.03329,0.051726,0.055835,0.187233,0.161056,0.108058,0.5406,-0.0752,0.0752,-0.0083
S2A_34SFH_20220828_0_L2A,2022-08-28 09:20:06.684000+00:00,2022-08,Arcadia,MGRS-34SFH,1.06,0.073792,0.108933,0.122785,0.292879,0.28224,0.195793,0.4092,-0.0185,0.0185,0.0497
S2B_34SEF_20220627_0_L2A,2022-06-27 09:30:28.227000+00:00,2022-06,Arcadia,MGRS-34SEF,3.35,0.073546,0.088853,0.093098,0.23112,0.210201,0.152439,0.4257,-0.0474,0.0474,-0.0022
S2B_34SFF_20220525_0_L2A,2022-05-25 09:20:23.735000+00:00,2022-05,Arcadia,MGRS-34SFF,0.02,0.067029,0.101204,0.110084,0.322233,0.276664,0.192574,0.4907,-0.0761,0.0761,-0.0032
S2B_34SFG_20220425_0_L2A,2022-04-25 09:20:02.720000+00:00,2022-04,Arcadia,MGRS-34SFG,2.02,0.079576,0.110016,0.111524,0.292387,0.22135,0.153955,0.4478,-0.1383,0.1383,-0.0555
S2A_34SFF_20210826_0_L2A,2021-08-26 09:30:21.163000+00:00,2021-08,Arcadia,MGRS-34SFF,0.02,0.044249,0.077693,0.09307,0.246314,0.233114,0.156317,0.4515,-0.0275,0.0275,0.0578
S2B_34SFF_20210629_1_L2A,2021-06-29 09:20:24.578000+00:00,2021-06,Arcadia,MGRS-34SFF,0.0,0.068957,0.104609,0.118956,0.3185,0.301898,0.21782,0.4561,-0.0268,0.0268,0.0413
S2A_34SFF_20210525_1_L2A,2021-05-25 09:20:24.242000+00:00,2021-05,Arcadia,MGRS-34SFF,0.0,0.063046,0.107166,0.122582,0.329542,0.296146,0.199732,0.4578,-0.0534,0.0534,0.0322
S2B_34SFH_20210430_0_L2A,2021-04-30 09:19:49.944000+00:00,2021-04,Arcadia,MGRS-34SFH,5.38,0.07006,0.104588,0.114944,0.292673,0.278221,0.20641,0.436,-0.0253,0.0253,0.0403
S2B_34SFF_20200525_0_L2A,2020-05-25 09:20:24.423000+00:00,2020-05,Arcadia,MGRS-34SFF,1.8,0.107258,0.135357,0.144636,0.334391,0.30718,0.221348,0.3961,-0.0424,0.0424,0.0114
S2B_34SEF_20200428_0_L2A,2020-04-28 09:30:18.719000+00:00,2020-04,Arcadia,MGRS-34SEF,0.77,0.055399,0.072617,0.069011,0.243512,0.170616,0.114286,0.5584,-0.176,0.176,-0.1101
S2A_34SFF_20190926_1_L2A,2019-09-26 09:30:20.267000+00:00,2019-09,Arcadia,MGRS-34SFF,2.5,0.040612,0.066268,0.074924,0.232381,0.203052,0.135933,0.5124,-0.0674,0.0674,0.009
S2A_34SEF_20190728_1_L2A,2019-07-28 09:30:27.977000+00:00,2019-07,Arcadia,MGRS-34SEF,0.0,0.054682,0.079102,0.087842,0.24292,0.21075,0.139299,0.4688,-0.0709,0.0709,0.0017
S2B_34SFF_20190630_0_L2A,2019-06-30 09:20:32.125000+00:00,2019-06,Arcadia,MGRS-34SFF,0.82,0.087783,0.119025,0.128347,0.336384,0.303673,0.217395,0.4476,-0.0511,0.0511,0.0092
S2A_34SEF_20190429_1_L2A,2019-04-29 09:30:26.777000+00:00,2019-04,Arcadia,MGRS-34SEF,0.01,0.047793,0.070891,0.063752,0.249607,0.16137,0.103246,0.5931,-0.2147,0.2147,-0.1383
S2A_34SFF_20180829_0_L2A,2018-08-29 09:19:49.464000+00:00,2018-08,Arcadia,MGRS-34SFF,0.58,0.06666,0.096688,0.107823,0.275833,0.274443,0.191425,0.4379,-0.0025,0.0025,0.0549
S2B_34SFF_20180728_0_L2A,2018-07-28 09:26:58.706000+00:00,2018-07,Arcadia,MGRS-34SFF,3.78,0.082458,0.101715,0.105933,0.256446,0.237564,0.174369,0.4153,-0.0382,0.0382,0.0067
S2A_34SFF_20180630_0_L2A,2018-06-30 09:19:15.387000+00:00,2018-06,Arcadia,MGRS-34SFF,0.46,0.065522,0.100032,0.1072,0.297676,0.285187,0.204925,0.4705,-0.0214,0.0214,0.0386
S2B_34SEF_20180529_0_L2A,2018-05-29 09:27:45.610000+00:00,2018-05,Arcadia,MGRS-34SEF,0.45,0.129265,0.141367,0.139599,0.279289,0.223369,0.163775,0.3335,-0.1112,0.1112,-0.0591
S2B_34SFF_20180426_0_L2A,2018-04-26 09:09:18.100000+00:00,2018-04,Arcadia,MGRS-34SFF,0.05,0.056689,0.08925,0.095385,0.306319,0.249752,0.174143,0.5251,-0.1017,0.1017,-0.0252
S2B_34SFF_20170908_0_L2A,2017-09-08 09:19:06.806000+00:00,2017-09,Arcadia,MGRS-34SFF,0.03,0.061549,0.090667,0.105149,0.273894,0.265663,0.188716,0.4452,-0.0153,0.0153,0.0501
S2B_34SFF_20170819_0_L2A,2017-08-19 09:19:10.807000+00:00,2017-08,Arcadia,MGRS-34SFF,0.03,0.068936,0.098984,0.116079,0.294529,0.285326,0.202315,0.4346,-0.0159,0.0159,0.0496
S2B_34SEF_20170723_0_L2A,2017-07-23 09:28:53.548000+00:00,2017-07,Arcadia,MGRS-34SEF,0.01,0.060402,0.080721,0.084625,0.239617,0.202959,0.14298,0.478,-0.0828,0.0828,-0.0212
S2B_34SFF_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Arcadia,MGRS-34SFF,0.03,0.07118,0.10508,0.116997,0.309422,0.291043,0.212807,0.4513,-0.0306,0.0306,0.0348
S2A_34SFH_20170419_0_L2A,2017-04-19 09:26:19.418000+00:00,2017-04,Arcadia,MGRS-34SFH,27.03,0.136659,0.155169,0.155903,0.301986,0.241157,0.178133,0.319,-0.112,0.112,-0.0498
S2A_35SMD_20250923_1_L2A,2025-09-23 09:19:43.272000+00:00,2025-09,Lesvos,MGRS-35SMD,0.0,0.023551,0.035204,0.045528,0.10693,0.102012,0.065061,0.4027,-0.0235,0.0235,0.0614
